File, Base complexity, Predicates with operators, Nested levels, Complex code structures, Third-Party calls, Inter_dependencies, Intra_dependencies, Log
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 111, 'Predicates with operators', 46, 'Nested levels', 32, 'Complex code structures', 114, 'Third-Party calls', 143, 'Inter_dependencies', 22, 'Intra_dependencies', 37, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/rules/L026.py,{'File', 'src/sqlfluff/rules/L026.py', 'Base complexity', 26, 'Predicates with operators', 7, 'Nested levels', 16, 'Complex code structures', 25, 'Third-Party calls', 4, 'Inter_dependencies', 6, 'Intra_dependencies', 8, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L026.py.log'}
src/sqlfluff/core/parser/__init__.py,{'File', 'src/sqlfluff/core/parser/__init__.py', 'Base complexity', 1, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser___init__.py.log'}
src/sqlfluff/core/parser/grammar/__init__.py,{'File', 'src/sqlfluff/core/parser/grammar/__init__.py', 'Base complexity', 1, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar___init__.py.log'}
src/sqlfluff/core/parser/grammar/anyof.py,{'File', 'src/sqlfluff/core/parser/grammar/anyof.py', 'Base complexity', 31, 'Predicates with operators', 13, 'Nested levels', 17, 'Complex code structures', 15, 'Third-Party calls', 0, 'Inter_dependencies', 14, 'Intra_dependencies', 5, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_anyof.py.log'}
src/sqlfluff/rules/L060.py,{'File', 'src/sqlfluff/rules/L060.py', 'Base complexity', 5, 'Predicates with operators', 2, 'Nested levels', 0, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 3, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L060.py.log'}
src/sqlfluff/core/linter/common.py,{'File', 'src/sqlfluff/core/linter/common.py', 'Base complexity', 7, 'Predicates with operators', 0, 'Nested levels', 0, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_common.py.log'}
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 104, 'Predicates with operators', 32, 'Nested levels', 77, 'Complex code structures', 62, 'Third-Party calls', 34, 'Inter_dependencies', 25, 'Intra_dependencies', 15, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/sqlfluff/core/templaters/jinja.py,{'File', 'src/sqlfluff/core/templaters/jinja.py', 'Base complexity', 49, 'Predicates with operators', 10, 'Nested levels', 26, 'Complex code structures', 20, 'Third-Party calls', 5, 'Inter_dependencies', 8, 'Intra_dependencies', 14, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_jinja.py.log'}
src/sqlfluff/core/rules/base.py,
src/sqlfluff/core/errors.py,{'File', 'src/sqlfluff/core/errors.py', 'Base complexity', 29, 'Predicates with operators', 2, 'Nested levels', 0, 'Complex code structures', 9, 'Third-Party calls', 0, 'Inter_dependencies', 0, 'Intra_dependencies', 9, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log'}
src/sqlfluff/core/parser/markers.py,{'File', 'src/sqlfluff/core/parser/markers.py', 'Base complexity', 27, 'Predicates with operators', 3, 'Nested levels', 0, 'Complex code structures', 23, 'Third-Party calls', 1, 'Inter_dependencies', 2, 'Intra_dependencies', 10, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_markers.py.log'}
src/sqlfluff/core/templaters/slicers/tracer.py,
src/sqlfluff/rules/L027.py,{'File', 'src/sqlfluff/rules/L027.py', 'Base complexity', 9, 'Predicates with operators', 6, 'Nested levels', 3, 'Complex code structures', 7, 'Third-Party calls', 1, 'Inter_dependencies', 1, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L027.py.log'}
src/sqlfluff/cli/commands.py,{'File', 'src/sqlfluff/cli/commands.py', 'Base complexity', 97, 'Predicates with operators', 38, 'Nested levels', 33, 'Complex code structures', 93, 'Third-Party calls', 132, 'Inter_dependencies', 41, 'Intra_dependencies', 31, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log'}
src/sqlfluff/cli/formatters.py,{'File', 'src/sqlfluff/cli/formatters.py', 'Base complexity', 50, 'Predicates with operators', 16, 'Nested levels', 13, 'Complex code structures', 12, 'Third-Party calls', 7, 'Inter_dependencies', 18, 'Intra_dependencies', 24, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log'}
src/sqlfluff/core/linter/linter.py,{'File', 'src/sqlfluff/core/linter/linter.py', 'Base complexity', 112, 'Predicates with operators', 35, 'Nested levels', 105, 'Complex code structures', 69, 'Third-Party calls', 34, 'Inter_dependencies', 27, 'Intra_dependencies', 18, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log'}
src/sqlfluff/core/dialects/dialect_ansi.py,
src/sqlfluff/core/parser/lexer.py,{'File', 'src/sqlfluff/core/parser/lexer.py', 'Base complexity', 57, 'Predicates with operators', 18, 'Nested levels', 41, 'Complex code structures', 11, 'Third-Party calls', 5, 'Inter_dependencies', 13, 'Intra_dependencies', 9, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_lexer.py.log'}
src/sqlfluff/core/rules/std/L036.py,{'File', 'src/sqlfluff/core/rules/std/L036.py', 'Base complexity', 22, 'Predicates with operators', 12, 'Nested levels', 20, 'Complex code structures', 13, 'Third-Party calls', 0, 'Inter_dependencies', 7, 'Intra_dependencies', 3, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L036.py.log'}
plugins/sqlfluff-plugin-example/src/example/rules.py,{'File', 'plugins/sqlfluff-plugin-example/src/example/rules.py', 'Base complexity', 14, 'Predicates with operators', 1, 'Nested levels', 3, 'Complex code structures', 13, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/plugins_sqlfluff-plugin-example_src_example_rules.py.log'}
src/sqlfluff/core/linter.py,{'File', 'src/sqlfluff/core/linter.py', 'Base complexity', 172, 'Predicates with operators', 55, 'Nested levels', 99, 'Complex code structures', 92, 'Third-Party calls', 28, 'Inter_dependencies', 14, 'Intra_dependencies', 27, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter.py.log'}
src/sqlfluff/core/rules/base.py,{'File', 'src/sqlfluff/core/rules/base.py', 'Base complexity', 80, 'Predicates with operators', 30, 'Nested levels', 18, 'Complex code structures', 39, 'Third-Party calls', 7, 'Inter_dependencies', 6, 'Intra_dependencies', 4, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_base.py.log'}
src/sqlfluff/core/rules/std/L001.py,{'File', 'src/sqlfluff/core/rules/std/L001.py', 'Base complexity', 5, 'Predicates with operators', 1, 'Nested levels', 1, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 3, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L001.py.log'}
src/sqlfluff/core/rules/std/L002.py,{'File', 'src/sqlfluff/core/rules/std/L002.py', 'Base complexity', 6, 'Predicates with operators', 2, 'Nested levels', 3, 'Complex code structures', 6, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L002.py.log'}
src/sqlfluff/core/rules/std/L003.py,{'File', 'src/sqlfluff/core/rules/std/L003.py', 'Base complexity', 69, 'Predicates with operators', 38, 'Nested levels', 59, 'Complex code structures', 36, 'Third-Party calls', 0, 'Inter_dependencies', 22, 'Intra_dependencies', 13, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L003.py.log'}
src/sqlfluff/core/rules/std/L004.py,{'File', 'src/sqlfluff/core/rules/std/L004.py', 'Base complexity', 6, 'Predicates with operators', 3, 'Nested levels', 1, 'Complex code structures', 7, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L004.py.log'}
src/sqlfluff/core/rules/std/L005.py,{'File', 'src/sqlfluff/core/rules/std/L005.py', 'Base complexity', 5, 'Predicates with operators', 2, 'Nested levels', 1, 'Complex code structures', 3, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L005.py.log'}
src/sqlfluff/core/rules/std/L006.py,{'File', 'src/sqlfluff/core/rules/std/L006.py', 'Base complexity', 29, 'Predicates with operators', 7, 'Nested levels', 22, 'Complex code structures', 10, 'Third-Party calls', 0, 'Inter_dependencies', 5, 'Intra_dependencies', 4, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L006.py.log'}
src/sqlfluff/core/rules/std/L007.py,{'File', 'src/sqlfluff/core/rules/std/L007.py', 'Base complexity', 12, 'Predicates with operators', 3, 'Nested levels', 10, 'Complex code structures', 2, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L007.py.log'}
src/sqlfluff/core/rules/std/L008.py,{'File', 'src/sqlfluff/core/rules/std/L008.py', 'Base complexity', 7, 'Predicates with operators', 4, 'Nested levels', 2, 'Complex code structures', 5, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L008.py.log'}
src/sqlfluff/core/rules/std/L009.py,{'File', 'src/sqlfluff/core/rules/std/L009.py', 'Base complexity', 8, 'Predicates with operators', 4, 'Nested levels', 1, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L009.py.log'}
src/sqlfluff/core/rules/std/L010.py,{'File', 'src/sqlfluff/core/rules/std/L010.py', 'Base complexity', 20, 'Predicates with operators', 17, 'Nested levels', 7, 'Complex code structures', 19, 'Third-Party calls', 2, 'Inter_dependencies', 7, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L010.py.log'}
src/sqlfluff/core/rules/std/L011.py,{'File', 'src/sqlfluff/core/rules/std/L011.py', 'Base complexity', 8, 'Predicates with operators', 5, 'Nested levels', 9, 'Complex code structures', 7, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L011.py.log'}
src/sqlfluff/core/rules/std/L013.py,{'File', 'src/sqlfluff/core/rules/std/L013.py', 'Base complexity', 8, 'Predicates with operators', 4, 'Nested levels', 10, 'Complex code structures', 6, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L013.py.log'}
src/sqlfluff/core/rules/std/L015.py,{'File', 'src/sqlfluff/core/rules/std/L015.py', 'Base complexity', 8, 'Predicates with operators', 4, 'Nested levels', 9, 'Complex code structures', 5, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L015.py.log'}
src/sqlfluff/core/rules/std/L017.py,{'File', 'src/sqlfluff/core/rules/std/L017.py', 'Base complexity', 11, 'Predicates with operators', 2, 'Nested levels', 9, 'Complex code structures', 4, 'Third-Party calls', 0, 'Inter_dependencies', 4, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L017.py.log'}
src/sqlfluff/core/rules/std/L018.py,{'File', 'src/sqlfluff/core/rules/std/L018.py', 'Base complexity', 21, 'Predicates with operators', 8, 'Nested levels', 24, 'Complex code structures', 16, 'Third-Party calls', 0, 'Inter_dependencies', 8, 'Intra_dependencies', 2, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L018.py.log'}
src/sqlfluff/core/rules/std/L019.py,{'File', 'src/sqlfluff/core/rules/std/L019.py', 'Base complexity', 20, 'Predicates with operators', 5, 'Nested levels', 16, 'Complex code structures', 15, 'Third-Party calls', 0, 'Inter_dependencies', 10, 'Intra_dependencies', 3, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L019.py.log'}
src/sqlfluff/core/rules/std/L020.py,{'File', 'src/sqlfluff/core/rules/std/L020.py', 'Base complexity', 9, 'Predicates with operators', 2, 'Nested levels', 5, 'Complex code structures', 1, 'Third-Party calls', 1, 'Inter_dependencies', 2, 'Intra_dependencies', 1, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L020.py.log'}
src/sqlfluff/core/rules/std/L021.py,{'File', 'src/sqlfluff/core/rules/std/L021.py', 'Base complexity', 8, 'Predicates with operators', 3, 'Nested levels', 5, 'Complex code structures', 0, 'Third-Party calls', 0, 'Inter_dependencies', 1, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L021.py.log'}
src/sqlfluff/core/rules/std/L022.py,{'File', 'src/sqlfluff/core/rules/std/L022.py', 'Base complexity', 26, 'Predicates with operators', 15, 'Nested levels', 42, 'Complex code structures', 10, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L022.py.log'}
src/sqlfluff/core/rules/std/L023.py,{'File', 'src/sqlfluff/core/rules/std/L023.py', 'Base complexity', 10, 'Predicates with operators', 5, 'Nested levels', 18, 'Complex code structures', 10, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L023.py.log'}
src/sqlfluff/core/rules/std/L029.py,{'File', 'src/sqlfluff/core/rules/std/L029.py', 'Base complexity', 4, 'Predicates with operators', 1, 'Nested levels', 0, 'Complex code structures', 3, 'Third-Party calls', 0, 'Inter_dependencies', 2, 'Intra_dependencies', 0, 'Log', '/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L029.py.log'}
