File,Base complexity,Predicates with operators,Nested levels,Complex code structures,Third-Party calls,Inter_dependencies,Intra_dependencies,Log
dataset/humaneval_transformation_new/HumanEval_11.py-befaab914b2e7a62661f910ee852fda50d3c302b3ad7039bd96166cbc84db091,6,2,1,6,3,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_11.py-befaab914b2e7a62661f910ee852fda50d3c302b3ad7039bd96166cbc84db091.log
dataset/humaneval_transformation_new/HumanEval_120.py-7b130743ecb4261cd28ddd12ffeaff6b5b03be3a0427c77a611601a7e8abb778,5,2,1,6,4,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_120.py-7b130743ecb4261cd28ddd12ffeaff6b5b03be3a0427c77a611601a7e8abb778.log
dataset/humaneval_transformation_new/HumanEval_121.py-918e2a2ab068d225c6a29115e506a9649d12f25d3785b7b24ebe24a1549437cd,4,1,0,7,4,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_121.py-918e2a2ab068d225c6a29115e506a9649d12f25d3785b7b24ebe24a1549437cd.log
dataset/humaneval_transformation_new/HumanEval_122.py-8a980e2be89e01461df75ad75381eb085a7fc247caa58db97c483e7c85ebc65c,3,1,0,6,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_122.py-8a980e2be89e01461df75ad75381eb085a7fc247caa58db97c483e7c85ebc65c.log
dataset/humaneval_transformation_new/HumanEval_123.py-b104f5b8ced14e90487dad754940282ca2a23e671313026df67f671a4125cdb2,7,4,2,8,7,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_123.py-b104f5b8ced14e90487dad754940282ca2a23e671313026df67f671a4125cdb2.log
dataset/humaneval_transformation_new/HumanEval_124.py-8809246cb6e758d603f6ab3a769d5e611c1214b8d516bbfa1822b150dbcfbfb1,9,4,0,7,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_124.py-8809246cb6e758d603f6ab3a769d5e611c1214b8d516bbfa1822b150dbcfbfb1.log
dataset/humaneval_transformation_new/HumanEval_125.py-fa23dafadc75e79a01af97f8bbd0b1a8bbf30cab2b11d1885f5eeae781660fd5,7,4,1,6,2,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_125.py-fa23dafadc75e79a01af97f8bbd0b1a8bbf30cab2b11d1885f5eeae781660fd5.log
dataset/humaneval_transformation_new/HumanEval_126.py-750c58c8849837c28473012f241bba5758be5ef3cf12dac773b5834678583372,8,5,1,7,2,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_126.py-750c58c8849837c28473012f241bba5758be5ef3cf12dac773b5834678583372.log
dataset/humaneval_transformation_new/HumanEval_127.py-f5601cba1d1c1433cc08d756e33c619c7c5b16a250f0cdbc01324312c64a7f19,9,5,0,6,7,1,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_127.py-f5601cba1d1c1433cc08d756e33c619c7c5b16a250f0cdbc01324312c64a7f19.log
dataset/humaneval_transformation_new/HumanEval_128.py-ab3abda1bc2816cc1ea584c92d58d09d425c36bf6671bb1f8418236bc10afc6d,4,4,3,7,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_128.py-ab3abda1bc2816cc1ea584c92d58d09d425c36bf6671bb1f8418236bc10afc6d.log
dataset/humaneval_transformation_new/HumanEval_129.py-f443c217dd2ae768b9886e899e61eff4552dd13ad3318eeacf8e4270026ca6af,12,7,18,5,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_129.py-f443c217dd2ae768b9886e899e61eff4552dd13ad3318eeacf8e4270026ca6af.log
dataset/humaneval_transformation_new/HumanEval_12.py-8ed6405b61fe73dd5672c8cd35b3f7d2b67f74aef958ce67bac7fd2144fe851e,8,4,4,6,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_12.py-8ed6405b61fe73dd5672c8cd35b3f7d2b67f74aef958ce67bac7fd2144fe851e.log
dataset/humaneval_transformation_new/HumanEval_130.py-b511317cd61e189cc959558216b678dc72dcd1ff4104ec6c0bbe21b32dc1ed32,7,3,0,9,2,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_130.py-b511317cd61e189cc959558216b678dc72dcd1ff4104ec6c0bbe21b32dc1ed32.log
dataset/humaneval_transformation_new/HumanEval_131.py-a407446ee321da91153ac1e1198f9ec369664a999c9b8d79fc6f4cc2b2cbcfa6,6,3,2,4,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_131.py-a407446ee321da91153ac1e1198f9ec369664a999c9b8d79fc6f4cc2b2cbcfa6.log
dataset/humaneval_transformation_new/HumanEval_132.py-dba60c17a2ac6a448d4b0c718e0dbe8342ddced8fbf413c0d87c3d1523cb0618,8,4,2,8,4,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_132.py-dba60c17a2ac6a448d4b0c718e0dbe8342ddced8fbf413c0d87c3d1523cb0618.log
dataset/humaneval_transformation_new/HumanEval_133.py-a5ff1b02d0651bc04baeecfc66d79f3cf56eb085f5a3111b43693151e9f90ff4,4,0,0,5,3,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_133.py-a5ff1b02d0651bc04baeecfc66d79f3cf56eb085f5a3111b43693151e9f90ff4.log
dataset/humaneval_transformation_new/HumanEval_134.py-45f00c2176b3fca8652fee62680f27f46f48b3640d5ccea81c38cbb7dae32a7e,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_134.py-45f00c2176b3fca8652fee62680f27f46f48b3640d5ccea81c38cbb7dae32a7e.log
dataset/humaneval_transformation_new/HumanEval_135.py-f7143fb24e04f02c97d1e2ef882b472a3d81a7c3040a88b217c1a33dc0763ed9,7,4,6,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_135.py-f7143fb24e04f02c97d1e2ef882b472a3d81a7c3040a88b217c1a33dc0763ed9.log
dataset/humaneval_transformation_new/HumanEval_136.py-37b15b45f090adfe4b7db2958bdd1fdb71fdc4183a106ee16e992b4ef8c82545,3,2,0,10,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_136.py-37b15b45f090adfe4b7db2958bdd1fdb71fdc4183a106ee16e992b4ef8c82545.log
dataset/humaneval_transformation_new/HumanEval_137.py-a8636135184ea8d428a31fab14c0f4891f2a6f214d6689661488f4afff7fb518,21,2,1,5,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_137.py-a8636135184ea8d428a31fab14c0f4891f2a6f214d6689661488f4afff7fb518.log
dataset/humaneval_transformation_new/HumanEval_138.py-ed7f21c6d87a158a9829362d891e28d6d7433e083e58e6eb6498577b91e5096d,4,0,0,5,6,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_138.py-ed7f21c6d87a158a9829362d891e28d6d7433e083e58e6eb6498577b91e5096d.log
dataset/humaneval_transformation_new/HumanEval_139.py-404c7ad7565ea6d5b6040a7fe8d339a155411b6063a7ea6634e2844429553f33,6,1,0,6,4,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_139.py-404c7ad7565ea6d5b6040a7fe8d339a155411b6063a7ea6634e2844429553f33.log
dataset/humaneval_transformation_new/HumanEval_13.py-0eec1270897f4cd671bf384eb9b5c6fbb92b43fae861b9c33ab491f085f08181,5,0,0,5,5,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_13.py-0eec1270897f4cd671bf384eb9b5c6fbb92b43fae861b9c33ab491f085f08181.log
dataset/humaneval_transformation_new/HumanEval_140.py-20a145921aa4627ade23e6b7ab652c34f5a8162d7a17f6ace7f7d1f14de456d3,10,6,1,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_140.py-20a145921aa4627ade23e6b7ab652c34f5a8162d7a17f6ace7f7d1f14de456d3.log
dataset/humaneval_transformation_new/HumanEval_141.py-bbe111678a1ca8fe9c6b861c7966a2476dcbee56ad320c23f0d9792b5831d07f,22,7,3,6,1,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_141.py-bbe111678a1ca8fe9c6b861c7966a2476dcbee56ad320c23f0d9792b5831d07f.log
dataset/humaneval_transformation_new/HumanEval_142.py-c95ac6697c46d05757c876b057ef07f7bb3e706629a2cf018e39bb82c8d5277b,6,4,1,6,3,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_142.py-c95ac6697c46d05757c876b057ef07f7bb3e706629a2cf018e39bb82c8d5277b.log
dataset/humaneval_transformation_new/HumanEval_143.py-fec55c3668779b7e2ebe194f6bbe19eda35736df0ddd987a311ad250a2e83335,9,4,4,8,2,0,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_143.py-fec55c3668779b7e2ebe194f6bbe19eda35736df0ddd987a311ad250a2e83335.log
dataset/humaneval_transformation_new/HumanEval_144.py-323487092d24f144136506f7e19dc8cad47441b87424d711f54348c548042167,5,3,3,4,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_144.py-323487092d24f144136506f7e19dc8cad47441b87424d711f54348c548042167.log
dataset/humaneval_transformation_new/HumanEval_145.py-42a876b43fa7cfabd2be14a2ca7142db53c7600d48207ac8b1bb1df596ee0f4e,4,1,0,4,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_145.py-42a876b43fa7cfabd2be14a2ca7142db53c7600d48207ac8b1bb1df596ee0f4e.log
dataset/humaneval_transformation_new/HumanEval_146.py-652b727ea77bf8a3f017075159209a2f0866b1c6e7a5b6cf148329af670d5cff,8,3,6,6,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_146.py-652b727ea77bf8a3f017075159209a2f0866b1c6e7a5b6cf148329af670d5cff.log
dataset/humaneval_transformation_new/HumanEval_147.py-1722805d3b8e520c14a4f9a627d6e46d82abef8092e70aae4a9d3cd3fe99e86d,9,5,10,7,1,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_147.py-1722805d3b8e520c14a4f9a627d6e46d82abef8092e70aae4a9d3cd3fe99e86d.log
dataset/humaneval_transformation_new/HumanEval_148.py-6d8170c59066b75bde4a436f9ce96656a3b50add0b0497115992717988afc2bb,6,2,0,5,2,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_148.py-6d8170c59066b75bde4a436f9ce96656a3b50add0b0497115992717988afc2bb.log
dataset/humaneval_transformation_new/HumanEval_149.py-e9a244b83c1ecebc824abbd9cceecd2088782f8df7dd0826e77130d1740feb6c,7,3,6,6,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_149.py-e9a244b83c1ecebc824abbd9cceecd2088782f8df7dd0826e77130d1740feb6c.log
dataset/humaneval_transformation_new/HumanEval_14.py-6292d2c1b9a7ec74c104ad953aaba931293bf4a8949efee37397a23b09111b78,6,1,0,8,2,0,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_14.py-6292d2c1b9a7ec74c104ad953aaba931293bf4a8949efee37397a23b09111b78.log
dataset/humaneval_transformation_new/HumanEval_151.py-bd5000a7fd68a95d94b8e401fecbeedeb26cc100db240830d69b7733ce67b967,4,1,0,7,5,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_151.py-bd5000a7fd68a95d94b8e401fecbeedeb26cc100db240830d69b7733ce67b967.log
dataset/humaneval_transformation_new/HumanEval_152.py-4af41c23c2e46a710ce699d6bfb84e19d60f0f028779ab02aacacb794d667a9f,4,0,0,4,3,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_152.py-4af41c23c2e46a710ce699d6bfb84e19d60f0f028779ab02aacacb794d667a9f.log
dataset/humaneval_transformation_new/HumanEval_153.py-84b87cf28fa9ef2c2d9cf315447918efcb784d225f2e2f68832182b82d6f52b5,6,7,6,6,3,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_153.py-84b87cf28fa9ef2c2d9cf315447918efcb784d225f2e2f68832182b82d6f52b5.log
dataset/humaneval_transformation_new/HumanEval_154.py-dff320e2a46db76db2182d3d4b73049078e63463a8b4e5b4aebffe65a3522373,6,4,6,4,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_154.py-dff320e2a46db76db2182d3d4b73049078e63463a8b4e5b4aebffe65a3522373.log
dataset/humaneval_transformation_new/HumanEval_155.py-a6f16c31f517212578ad1f99e37a71e2c6f1fe595bf3e0eb007a76b0461fab00,5,2,3,2,3,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_155.py-a6f16c31f517212578ad1f99e37a71e2c6f1fe595bf3e0eb007a76b0461fab00.log
dataset/humaneval_transformation_new/HumanEval_156.py-0421d98ce7ed0415d8fbbbe0f39f006cd3bc1b377859294950d0f8d671741419,5,0,1,6,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_156.py-0421d98ce7ed0415d8fbbbe0f39f006cd3bc1b377859294950d0f8d671741419.log
dataset/humaneval_transformation_new/HumanEval_157.py-92bfb8656465701adb778fb71ee7ab34fd6f83ac9b7a70eef0b5d8f0d46a793f,4,0,0,5,3,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_157.py-92bfb8656465701adb778fb71ee7ab34fd6f83ac9b7a70eef0b5d8f0d46a793f.log
dataset/humaneval_transformation_new/HumanEval_158.py-e3c1a2739b4b8ee17a354e73c1c30091d232d2ba3d587459884bae7c276fac6e,3,0,0,7,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_158.py-e3c1a2739b4b8ee17a354e73c1c30091d232d2ba3d587459884bae7c276fac6e.log
dataset/humaneval_transformation_new/HumanEval_159.py-4f543214e3d2f8698e218fb088307c89414bb8f5e43cd2c23de690bfe0d1833e,5,1,0,7,3,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_159.py-4f543214e3d2f8698e218fb088307c89414bb8f5e43cd2c23de690bfe0d1833e.log
dataset/humaneval_transformation_new/HumanEval_15.py-a1bb1e8eb84a6255f86a878229e3bb4656dccd36a746557fb28180b9cf92472f,3,1,0,6,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_15.py-a1bb1e8eb84a6255f86a878229e3bb4656dccd36a746557fb28180b9cf92472f.log
dataset/humaneval_transformation_new/HumanEval_160.py-de16ff8c0df8e0133cc23dd927d26bf7f0714126cc309984c1f991a62ab6fb3c,4,0,0,5,2,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_160.py-de16ff8c0df8e0133cc23dd927d26bf7f0714126cc309984c1f991a62ab6fb3c.log
dataset/humaneval_transformation_new/HumanEval_161.py-2dfd5b4232edb03471794040e00cb2e16147ae7ecfb2a5511192f320c002bbdb,8,3,4,4,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_161.py-2dfd5b4232edb03471794040e00cb2e16147ae7ecfb2a5511192f320c002bbdb.log
dataset/humaneval_transformation_new/HumanEval_162.py-5eb647ebaaee2cdecfd8b2ddac41f3f5e1c35056ff7fe4bd5e20becc01159d72,3,0,0,5,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_162.py-5eb647ebaaee2cdecfd8b2ddac41f3f5e1c35056ff7fe4bd5e20becc01159d72.log
dataset/humaneval_transformation_new/HumanEval_163.py-bb60acd21afd616c71bd4a5c0442795eee4dba00e1c76e5c50cd6daf8424ec06,3,2,0,5,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_163.py-bb60acd21afd616c71bd4a5c0442795eee4dba00e1c76e5c50cd6daf8424ec06.log
dataset/humaneval_transformation_new/HumanEval_16.py-7b070865496b3563a258ef500972f5c5fd5d3db2511dc0e6bc7916a0e45e39de,3,0,0,5,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_16.py-7b070865496b3563a258ef500972f5c5fd5d3db2511dc0e6bc7916a0e45e39de.log
dataset/humaneval_transformation_new/HumanEval_17.py-9c3b069ba47444dfebb3624684e9b20e7996b98eaaa9b67fc705c51b6e4cdb26,3,0,0,6,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_17.py-9c3b069ba47444dfebb3624684e9b20e7996b98eaaa9b67fc705c51b6e4cdb26.log
